kda,assists,deaths,denies,game_mode,gpm,hero_damage,hero_id,kills,last_hits,leaver_status,level,match_id,player_slot,steam_id,total_gold,tower_damage,win,xpm
,4,4,4,3,437,15836,2,7,197,0,17,4204808996,4,892598197,11733,527,0,506
,9,2,10,3,733,14050,109,5,281,0,19,4204808996,128,137193239,19681,12245,1,613
,9,6,2,3,328,11709,7,3,35,0,15,4204808996,129,114645455,8806,677,1,400
,5,2,6,3,655,14068,61,9,203,0,20,4204808996,130,,17586,6031,1,633
,8,7,4,3,382,19547,45,3,74,0,15,4204808996,131,346285817,10256,4843,1,394
,12,7,0,3,292,5146,84,0,9,0,13,4204808996,132,352744238,7840,0,1,293
,13,9,1,3,440,21216,2,10,128,0,17,4204752470,0,218598994,13280,746,1,456
,13,6,10,3,428,11988,102,3,145,0,19,4204752470,1,129165040,12918,1810,1,544
,18,8,3,3,414,17906,21,9,90,0,16,4204752470,2,397194466,12495,372,1,384
,14,7,3,3,268,9312,79,1,62,0,15,4204752470,3,150051510,8089,415,1,344
,9,7,10,3,908,41588,82,18,448,0,25,4204752470,4,,27406,4064,1,1172
,15,11,1,3,330,14807,85,8,42,0,18,4204752470,128,176216759,9960,18,0,476
,15,6,11,3,458,30146,121,7,76,0,19,4204752470,129,157164782,13823,0,0,551
,13,8,13,3,401,28257,19,11,81,0,17,4204752470,130,346285817,12103,0,0,450
,8,9,5,3,443,14755,70,4,157,0,18,4204752470,131,136510362,13371,0,0,505
,15,7,4,3,462,17940,17,6,212,0,19,4204752470,132,176195646,13944,0,0,556
,6,11,3,2,248,11078,19,4,32,0,13,4201367584,0,296064195,6464,0,0,329
,12,8,3,2,395,16048,12,7,109,0,14,4201367584,1,346285817,10296,0,0,372
,10,6,2,2,410,25683,106,5,129,0,18,4201367584,2,136313942,10687,0,0,587
,14,5,5,2,297,14727,3,7,15,0,16,4201367584,3,141170356,7741,0,0,448
,16,9,0,2,240,15554,7,2,26,0,13,4201367584,4,241843074,6256,0,0,322
,7,3,12,2,855,29606,82,17,261,0,25,4201367584,128,256028867,22287,15483,1,1110
,16,7,1,2,308,5035,85,3,14,0,11,4201367584,129,131760189,8028,89,1,239
,12,4,38,2,576,17894,47,10,142,0,17,4201367584,130,185692597,15014,3064,1,502
,17,8,1,2,369,13490,64,3,49,0,15,4201367584,131,444611110,9618,2683,1,418
,12,4,0,2,488,12645,2,6,105,0,16,4201367584,132,140861401,12720,936,1,472
,8,9,10,2,498,23939,25,8,188,0,22,4201272143,0,202907567,17131,1056,0,619
,13,8,3,2,416,12416,114,5,183,0,21,4201272143,1,221308729,14310,0,0,582
,13,11,1,2,299,16522,110,4,47,0,18,4201272143,2,181060505,10285,0,0,412
,12,14,11,2,249,8437,70,0,96,0,14,4201272143,3,368555439,8565,0,0,272
,7,8,5,2,316,12229,63,10,52,0,20,4201272143,4,372489255,10870,0,0,510
,12,5,2,2,489,21291,2,16,139,0,23,4201272143,128,296064195,16821,585,1,654
,15,6,10,2,554,20666,6,10,233,0,23,4201272143,129,346285817,19057,5929,1,677
,17,2,11,2,570,19269,74,13,198,0,24,4201272143,130,136313942,19608,2823,1,761
,24,8,1,2,295,7274,75,2,45,0,19,4201272143,131,141170356,10148,683,1,483
,26,6,7,2,470,21975,21,9,121,0,22,4201272143,132,241843074,16168,1843,1,633
,17,6,2,3,361,11529,7,4,35,0,16,4199039880,0,346285817,9518,0,1,456
,13,6,2,3,380,8074,5,4,52,0,15,4199039880,1,118056102,10019,410,1,429
,8,2,3,3,661,9445,12,6,199,0,19,4199039880,2,382225911,17428,7553,1,613
,16,4,8,3,518,27631,22,8,126,0,21,4199039880,3,,13657,1234,1,756
,9,2,10,3,532,14056,104,9,140,0,21,4199039880,4,126694445,14027,4356,1,724
,3,7,4,3,449,10090,52,7,163,0,17,4199039880,128,196493853,11838,968,0,483
,4,8,3,3,419,16338,99,7,114,0,16,4199039880,129,139759648,11047,0,0,445
,7,8,6,3,197,8315,75,2,21,1,11,4199039880,130,180286184,5194,13,0,228
,9,4,2,3,295,9315,39,3,73,0,15,4199039880,131,216656155,7778,127,0,389
,5,6,14,3,443,6721,109,0,219,1,15,4199039880,132,,11680,2,0,429
,16,5,1,22,387,13726,110,4,58,0,18,4205303160,0,,12706,258,1,435
,12,3,10,22,529,20961,9,10,184,0,20,4205303160,1,303147604,17368,5476,1,553
,21,5,3,22,411,8942,112,5,49,0,18,4205303160,2,17396027,13494,564,1,442
,12,2,11,22,608,20628,74,11,186,0,23,4205303160,3,190738832,19962,6728,1,713
,15,5,11,22,574,17195,41,8,189,0,22,4205303160,4,122255316,18846,6081,1,661
,4,7,9,22,432,12324,12,5,196,0,18,4205303160,128,344734024,14184,2110,0,438
,8,6,11,22,428,14066,19,5,174,0,20,4205303160,129,207983361,14052,494,0,541
,10,10,0,22,228,9591,88,3,15,0,15,4205303160,130,,7486,0,0,343
,6,8,3,22,253,7317,75,3,59,0,14,4205303160,131,,8306,52,0,288
,9,8,6,22,401,14292,78,4,156,0,18,4205303160,132,61134408,13166,40,0,430
,5,9,5,22,284,8499,3,5,29,0,15,4205243217,0,112531417,7885,109,0,373
,5,13,4,22,329,14342,36,2,114,1,13,4205243217,1,,9135,0,0,302
,4,5,19,22,410,9005,114,3,144,0,15,4205243217,2,207983361,11384,344,0,403
,5,6,14,22,398,12834,19,5,121,0,16,4205243217,3,,11051,1830,0,444
,3,6,6,22,246,6857,85,1,34,0,14,4205243217,4,253475692,6830,0,0,327
,17,3,2,22,307,9187,75,3,28,0,16,4205243217,128,,8524,886,1,430
,11,8,6,22,534,25519,34,8,199,0,19,4205243217,129,110611250,14827,43,1,576
,17,0,5,22,585,29328,9,18,142,0,19,4205243217,130,,16243,4604,1,576
,13,0,7,22,511,12826,41,4,153,0,18,4205243217,131,114322605,14188,8088,1,553
,21,6,3,22,310,12061,83,5,18,0,17,4205243217,132,344734024,8607,350,1,473
,15,8,22,22,596,35948,9,15,364,0,25,4205129829,0,165240667,30902,3079,0,657
,22,7,2,22,421,16352,103,4,161,0,25,4205129829,1,111920600,21828,144,0,595
,22,12,6,22,306,11155,75,1,65,0,22,4205129829,2,,15866,410,0,391
,16,6,11,22,658,43316,106,14,474,0,25,4205129829,3,322925642,34117,621,0,714
,11,8,20,22,639,29342,36,12,422,0,25,4205129829,4,,33132,2453,0,698
,11,11,4,22,381,16250,7,8,91,0,24,4205129829,128,252335915,19754,297,1,496
,11,13,3,22,519,28178,105,6,270,0,23,4205129829,129,,26910,1896,1,450
,18,4,3,22,741,51592,109,14,461,0,25,4205129829,130,322890091,38420,14568,1,705
,22,12,2,22,477,24907,110,4,116,0,25,4205129829,131,207983361,24732,440,1,597
,14,8,3,22,572,19130,78,8,269,0,25,4205129829,132,97062279,29658,6109,1,688
,14,10,12,22,507,12109,9,4,200,0,21,4205042182,0,157534886,16756,7436,1,568
,13,12,1,22,301,10374,88,1,26,0,18,4205042182,1,,9948,0,1,456
,17,4,0,22,386,11087,112,5,49,0,18,4205042182,2,17396027,12757,109,1,428
,8,4,8,22,682,54900,34,25,165,0,25,4205042182,3,130040732,22540,0,1,833
,23,5,6,22,508,20271,102,2,198,0,23,4205042182,4,193884241,16789,10061,1,723
,15,11,14,22,357,17043,84,6,63,0,19,4205042182,128,163494938,11798,0,0,474
,13,5,3,22,311,11398,37,4,75,0,15,4205042182,129,101744643,10278,360,0,322
,12,6,15,22,416,16415,114,4,158,0,19,4205042182,130,,13748,1143,0,502
,5,7,16,22,524,20109,11,11,237,0,23,4205042182,131,,17318,735,0,706
,15,10,2,22,380,20888,25,9,114,0,20,4205042182,132,207983361,12559,0,0,538
,16,4,16,22,537,24940,41,12,250,0,25,4204343795,0,116905654,25749,5777,1,605
,17,12,2,22,347,12458,79,5,93,0,24,4204343795,1,86940305,16638,517,1,557
,19,8,20,22,601,25584,36,15,325,0,25,4204343795,2,,28817,3192,1,701
,20,5,21,22,621,30020,74,11,297,0,25,4204343795,3,317409150,29776,8440,1,698
,30,8,10,22,494,26595,110,8,152,0,25,4204343795,4,207983361,23687,900,1,616
,5,13,14,22,404,25275,19,11,164,0,25,4204343795,128,195969971,19371,104,0,675
,20,8,17,22,269,15711,20,4,92,0,21,4204343795,129,476907358,12898,269,0,409
,8,7,14,22,341,14411,76,7,196,0,22,4204343795,130,207105991,16350,0,0,442
,14,12,10,22,439,21603,120,3,275,0,24,4204343795,131,344734024,21050,34,0,537
,20,11,18,22,498,44673,35,12,277,0,25,4204343795,132,,23879,506,0,672
,14,10,19,3,631,22918,114,7,340,0,25,4204788306,0,248494963,29194,4037,1,767
,20,10,3,3,389,18197,7,7,98,0,25,4204788306,1,397405190,17997,107,1,597
,24,19,7,3,340,9715,75,1,60,0,19,4204788306,2,,15730,0,1,358
,17,10,4,3,568,51117,70,22,123,0,25,4204788306,3,300190297,26279,2695,1,746
,14,6,16,3,871,58182,113,19,427,0,25,4204788306,4,182124164,40298,11415,1,705
,20,12,6,3,379,19889,9,10,138,0,24,4204788306,128,160030269,17535,99,0,565
,14,9,0,3,473,33978,2,9,275,0,25,4204788306,129,272363404,21884,179,0,612
,14,10,12,3,569,64173,34,14,319,0,25,4204788306,130,325705243,26325,0,0,777
,19,13,20,3,387,42163,19,14,158,0,25,4204788306,131,,17905,940,0,684
,20,12,2,3,309,19804,31,8,52,0,23,4204788306,132,385070247,14296,0,0,493
,4,11,4,3,221,9334,70,1,70,0,12,4203490636,0,188257367,6552,0,0,249
,11,9,0,3,264,11224,7,4,44,0,15,4203490636,1,207306169,7827,0,0,363
,4,7,20,3,508,19439,11,11,193,0,22,4203490636,2,139759648,15062,395,0,693
,12,12,6,3,295,8438,67,3,89,0,14,4203490636,3,,8746,0,0,305
,13,9,4,3,324,13128,121,5,47,0,14,4203490636,4,136253705,9606,0,0,331
,15,8,11,3,519,19144,34,1,223,0,19,4203490636,128,,15388,0,1,556
,18,8,30,3,577,12042,36,8,181,0,20,4203490636,129,172523269,17108,4404,1,603
,20,3,6,3,484,12106,30,11,56,0,19,4203490636,130,272363404,14350,3824,1,531
,14,1,23,3,609,16958,54,12,168,0,22,4203490636,131,250547284,18056,10673,1,701
,16,8,1,3,430,19952,14,15,38,0,20,4203490636,132,248611551,12749,1996,1,589
,22,12,7,3,501,32495,42,7,319,0,24,4203377258,0,272363404,25417,204,0,491
,21,12,1,3,457,29309,121,8,135,0,22,4203377258,1,129814748,23185,800,0,427
,19,10,0,3,343,23578,75,6,152,0,22,4203377258,2,,17401,285,0,431
,8,9,4,3,473,21309,77,2,336,0,24,4203377258,3,,23996,12785,0,513
,5,7,9,3,539,33162,61,11,372,1,25,4203377258,4,136627509,27345,2715,0,631
,20,3,8,3,456,18112,97,4,319,0,25,4203377258,128,378838606,23134,425,1,617
,26,7,8,3,370,21821,88,6,84,0,25,4203377258,129,255134724,18771,1197,1,542
,25,4,1,3,625,95877,22,16,442,0,25,4203377258,130,,31708,270,1,660
,18,7,20,3,640,87014,70,19,385,0,25,4203377258,131,130327734,32469,3235,1,675
,32,14,5,3,366,13768,85,3,163,0,24,4203377258,132,248611551,18568,503,1,512
,8,6,12,3,622,32387,25,11,443,0,25,4202620036,0,,31566,3052,0,797
,15,11,1,3,217,36569,22,0,63,0,20,4202620036,1,188823392,11012,95,0,337
,10,10,11,3,323,15075,108,1,194,0,21,4202620036,2,269144960,16392,692,0,393
,11,7,1,3,336,18857,110,5,102,0,22,4202620036,3,103339595,17052,151,0,434
,6,7,19,3,489,28111,36,7,375,0,25,4202620036,4,379719083,24816,35,0,606
,16,5,0,3,486,23796,2,12,236,0,25,4202620036,128,272363404,24664,1455,1,559
,20,6,5,3,426,23607,45,5,164,0,24,4202620036,129,141543547,21619,4478,1,492
,23,5,0,3,352,18377,14,4,50,0,25,4202620036,130,299603596,17864,144,1,575
,10,5,11,3,685,25993,114,11,455,0,25,4202620036,131,162003331,34763,7482,1,667
,20,5,6,3,585,31514,17,8,359,0,25,4202620036,132,234171774,29688,4180,1,605
,16,5,6,3,475,13047,52,3,124,0,17,4191432188,0,341433367,11653,2208,1,559
,14,0,20,3,615,10943,109,5,215,0,18,4191432188,1,355985353,15088,10717,1,598
,8,4,1,3,576,15835,2,14,118,0,20,4191432188,2,266432640,14131,1070,1,711
,17,8,1,3,320,8594,71,6,19,0,14,4191432188,3,145899701,7850,625,1,368
,12,10,1,3,320,8810,101,6,27,0,14,4191432188,4,,7850,0,1,361
,6,9,3,3,330,7365,32,7,60,0,14,4191432188,128,294080714,8096,237,0,368
,9,7,6,3,243,5084,16,1,39,3,13,4191432188,129,249268400,5961,0,0,321
,4,4,1,3,493,9999,12,4,188,0,19,4191432188,130,154050849,12094,291,0,686
,11,8,1,3,350,7938,121,4,48,0,14,4191432188,131,272363404,8586,0,0,382
,7,6,15,3,387,19494,22,10,85,0,16,4191432188,132,,9494,0,0,482
,24,6,16,3,415,32236,9,13,187,0,25,4196573282,0,285989226,26124,6534,1,509
,13,15,11,3,498,54067,19,17,224,0,25,4196573282,1,844113310,31349,5683,1,596
,35,12,1,3,305,12915,86,2,34,0,25,4196573282,2,139784886,19199,107,1,466
,38,16,1,3,325,22332,85,3,84,0,25,4196573282,3,154050849,20458,110,1,449
,21,10,4,3,934,48404,73,15,579,0,25,4196573282,4,154697606,58795,5435,1,695
,17,9,19,3,602,47890,25,16,527,0,25,4196573282,128,,37895,2456,0,637
,16,7,18,3,852,83843,93,24,770,0,25,4196573282,129,111114687,53633,5194,0,665
,15,12,8,3,418,15740,97,8,303,0,25,4196573282,130,321414016,26313,289,0,493
,34,10,1,3,388,25184,121,5,144,0,25,4196573282,131,137496334,24424,185,0,457
,26,13,9,3,338,21318,88,5,69,0,25,4196573282,132,252244084,21277,117,0,456
,11,6,9,3,841,24110,1,12,584,0,25,4195940899,0,126398366,37943,9645,1,816
,17,8,12,3,511,26519,9,10,277,0,24,4195940899,1,165340267,23054,2864,1,590
,17,6,6,3,339,12477,78,1,137,0,24,4195940899,2,141645476,15294,1114,1,557
,15,4,2,3,435,15014,31,5,84,0,25,4195940899,3,161334663,19625,930,1,621
,10,8,21,3,627,32593,39,17,310,0,25,4195940899,4,154050849,28288,2746,1,745
,8,12,5,3,456,27032,17,12,243,0,24,4195940899,128,151798794,20573,603,0,552
,10,10,12,3,369,18440,7,2,226,0,22,4195940899,129,176216759,16648,0,0,477
,12,9,3,3,316,16632,87,8,54,0,21,4195940899,130,150519269,14256,17,0,428
,15,11,3,3,346,6236,111,1,103,0,23,4195940899,131,207684695,15610,17,0,532
,2,3,21,3,591,24872,10,9,371,0,25,4195940899,132,156080742,26663,2211,0,669
,22,8,3,3,655,56700,106,18,427,0,25,4195868898,0,172523269,35937,2605,1,712
,20,9,14,3,502,43867,36,19,244,0,25,4195868898,1,165340267,27543,2987,1,710
,31,10,0,3,456,31270,14,8,126,0,25,4195868898,2,311871440,25019,1631,1,558
,25,10,21,3,504,35318,78,7,378,0,25,4195868898,3,151798794,27652,5165,1,586
,37,10,1,3,410,26273,110,6,115,0,25,4195868898,4,339248924,22495,1044,1,521
,19,8,12,3,757,62319,52,13,648,0,25,4195868898,128,154050849,41534,2301,0,722
,14,14,9,3,500,32526,19,10,304,0,25,4195868898,129,,27433,732,0,625
,28,20,5,3,265,18761,79,1,80,0,25,4195868898,130,176216759,14539,0,0,509
,22,13,5,3,316,9863,86,4,129,0,24,4195868898,131,136854070,17337,87,0,456
,14,7,12,3,649,40381,114,18,428,0,25,4195868898,132,456320818,35608,2056,0,794
,8,23,5,3,253,8568,26,1,45,0,20,4195795663,0,,15626,0,0,295
,24,14,13,3,452,28472,88,5,196,0,25,4195795663,1,,27918,1596,0,597
,36,12,5,3,364,30094,85,9,76,0,25,4195795663,2,,22483,550,0,519
,17,10,4,3,872,77465,44,22,821,0,25,4195795663,3,849668662,53860,3161,0,836
,22,13,4,3,512,46053,2,16,307,0,25,4195795663,4,350185582,31624,1594,0,682
,42,15,29,3,497,42046,10,7,341,0,25,4195795663,128,212202909,30698,6535,1,597
,45,13,1,3,356,30237,84,6,26,0,25,4195795663,129,268596596,21988,634,1,470
,24,6,3,3,746,100341,17,32,624,0,25,4195795663,130,154050849,46077,2039,1,803
,36,12,5,3,435,31446,78,7,240,0,25,4195795663,131,218394655,26868,3869,1,571
,34,8,1,3,569,52373,121,20,303,0,25,4195795663,132,116789728,35145,1043,1,581
,2,5,3,3,431,13899,69,3,151,0,18,4195753899,0,129997701,14654,112,0,413
,7,6,2,3,356,10328,85,5,85,1,18,4195753899,1,122118212,12104,0,0,414
,3,7,13,3,447,7963,12,0,267,0,19,4195753899,2,849668662,15198,649,0,465
,7,5,0,3,310,16813,7,4,81,0,17,4195753899,3,115532134,10540,118,0,384
,4,8,11,3,388,12400,70,5,145,1,18,4195753899,4,,13192,398,0,445
,8,6,14,3,517,24893,114,9,239,0,22,4195753899,128,179313961,17578,1472,1,607
,12,1,18,3,431,12261,96,3,166,0,19,4195753899,129,256313200,14654,3211,1,477
,21,5,0,3,430,16694,121,6,72,0,19,4195753899,130,146087628,14620,629,1,475
,13,3,21,3,627,24910,49,8,269,0,23,4195753899,131,154050849,21318,9968,1,671
,16,2,1,3,318,13754,79,4,96,0,17,4195753899,132,136850981,10812,1785,1,411
,5,6,5,3,603,15458,82,10,278,0,24,4205105514,0,149081349,17738,0,0,887
,13,9,0,3,316,7748,7,4,81,0,14,4205105514,1,892598197,9295,0,0,340
,5,5,2,3,246,6807,3,5,31,0,12,4205105514,2,103354522,7236,0,0,257
,14,6,15,3,394,13926,67,4,160,0,17,4205105514,3,101375717,11590,0,0,462
,8,7,10,3,443,15490,63,7,145,0,21,4205105514,4,88470,13031,504,0,629
,14,4,20,3,521,24142,35,9,181,0,20,4205105514,128,,15326,1785,1,612
,12,6,17,3,576,18825,92,12,178,0,22,4205105514,129,111114687,16944,4793,1,730
,13,11,4,3,401,16614,27,4,93,0,21,4205105514,130,364481959,11796,2885,1,630
,9,6,18,3,399,21152,19,4,137,0,18,4205105514,131,135878232,11737,1608,1,476
,19,4,1,3,349,10529,26,4,24,0,18,4205105514,132,138868626,10266,499,1,512
,14,3,0,3,343,5621,83,1,78,0,18,4204994677,0,138868626,12388,2404,1,409
,14,3,5,3,543,23609,17,8,233,0,22,4204994677,1,148861869,19611,3033,1,610
,17,4,5,3,560,21808,2,9,229,0,22,4204994677,2,238696781,20225,2153,1,587
,17,5,5,3,349,11686,30,5,26,0,20,4204994677,3,,12604,609,1,491
,7,4,2,3,608,18642,109,8,307,0,21,4204994677,4,176541563,21958,12042,1,528
,11,5,1,3,320,13586,121,4,74,0,18,4204994677,128,142672002,11557,264,0,407
,8,5,17,3,435,5621,97,2,186,0,20,4204994677,129,333082229,15710,325,0,485
,14,6,3,3,274,11185,64,0,44,1,20,4204994677,130,174893461,9895,873,0,473
,3,7,13,3,417,21337,36,5,233,0,19,4204994677,131,240623458,15060,1572,0,442
,5,8,6,3,463,24108,4,7,228,0,20,4204994677,132,119887854,16722,1311,0,487
,16,5,1,3,340,8255,83,3,67,0,20,4204919777,0,138868626,12364,2034,1,483
,16,3,0,3,379,20369,79,7,71,0,23,4204919777,1,,13782,325,1,665
,8,4,11,3,576,17170,114,6,294,0,23,4204919777,2,148861869,20947,2119,1,613
,8,3,21,3,452,24354,19,7,154,0,21,4204919777,3,448924822,16437,2969,1,515
,7,3,10,3,623,40581,45,16,239,0,24,4204919777,4,141010367,22656,9409,1,719
,3,16,10,3,359,11276,25,2,182,0,17,4204919777,128,185868854,13055,496,0,374
,6,6,19,3,472,19448,8,5,243,0,23,4204919777,129,142097177,17165,502,0,620
,7,6,0,3,250,10543,7,2,43,0,15,4204919777,130,117197143,9091,0,0,311
,6,9,4,3,236,6155,85,1,78,0,14,4204919777,131,111886687,8582,0,0,273
,2,4,18,3,449,23931,36,7,204,0,22,4204919777,132,432887316,16328,321,0,606
,17,5,1,3,285,7446,26,4,18,0,16,4204854823,0,117197143,9813,0,1,333
,8,4,13,3,455,17548,19,5,176,0,19,4204854823,1,200544648,15667,765,1,483
,12,6,4,3,337,12117,119,7,40,0,18,4204854823,2,196811924,11604,247,1,421
,9,1,12,3,656,18730,61,6,305,0,24,4204854823,3,432887316,22588,6575,1,736
,9,2,25,3,772,18359,52,12,375,0,25,4204854823,4,,26582,5373,1,892
,4,5,5,3,363,21369,34,3,208,0,17,4204854823,128,,12499,0,0,382
,5,6,7,3,482,13074,8,8,272,0,21,4204854823,129,137272985,16596,495,0,534
,4,6,4,3,355,10153,70,2,255,0,19,4204854823,130,185868854,12223,316,0,476
,11,8,0,3,314,11508,112,3,180,0,16,4204854823,131,138868626,10812,0,0,356
,8,9,0,3,214,6677,84,1,10,0,15,4204854823,132,,7368,0,0,320
,19,0,14,3,671,38057,67,14,321,0,25,4204783217,0,201270940,26292,4847,1,766
,12,7,7,3,465,18849,7,4,181,0,22,4204783217,1,,18220,1345,1,537
,20,7,7,3,353,17249,27,4,80,0,21,4204783217,2,362095061,13831,943,1,484
,20,7,1,3,431,19340,110,4,99,0,22,4204783217,3,,16888,1114,1,521
,18,7,2,3,524,24410,45,12,164,0,24,4204783217,4,288081116,20532,11066,1,636
,16,6,0,3,298,13980,60,3,60,0,21,4204783217,128,138868626,11676,0,0,488
,10,11,5,3,519,20081,109,8,269,0,25,4204783217,129,135585738,20336,1658,0,724
,7,8,23,3,417,22568,59,8,189,0,21,4204783217,130,135385809,16339,2289,0,487
,13,4,6,3,390,11828,97,5,171,0,22,4204783217,131,256313200,15281,60,0,535
,10,12,4,3,269,7167,111,4,55,0,17,4204783217,132,143182355,10540,0,0,325
,21,20,26,22,548,34238,10,7,381,0,25,4205414611,0,137189670,34368,8354,1,518
,27,13,2,22,603,51476,63,16,311,0,25,4205414611,1,,37818,7422,1,673
,20,18,3,22,372,28706,2,5,148,0,25,4205414611,2,191976688,23330,1173,1,522
,41,18,0,22,449,22770,62,3,33,0,25,4205414611,3,193884241,28159,148,1,601
,22,13,3,22,824,112250,17,33,480,0,25,4205414611,4,227654027,51678,4411,1,942
,39,13,24,22,670,88003,40,17,404,0,25,4205414611,128,,42020,1990,0,722
,29,9,10,22,693,68970,36,23,522,0,25,4205414611,129,144220699,43462,2184,0,706
,38,18,1,22,390,28723,110,4,76,0,25,4205414611,130,152719793,24459,178,0,476
,25,13,7,22,614,40392,25,16,414,0,25,4205414611,131,165240667,38508,2696,0,637
,34,11,4,22,432,58520,19,22,133,0,25,4205414611,132,349495318,27093,557,0,588
,21,4,1,22,392,8203,90,4,95,0,17,4205360104,0,337019418,11021,737,1,480
,24,3,17,22,498,19182,40,9,178,0,18,4205360104,1,144220699,14002,4862,1,516
,26,6,17,22,540,24890,114,10,156,0,20,4205360104,2,,15183,3307,1,650
,9,1,4,22,605,24600,17,20,176,0,21,4205360104,3,322925642,17010,1828,1,684
,22,5,4,22,314,10877,83,3,41,0,17,4205360104,4,,8828,699,1,485
,8,17,4,22,273,9365,25,2,58,0,13,4205360104,128,,7675,0,0,310
,8,7,6,22,525,14204,113,5,166,0,17,4205360104,129,,14761,443,0,471
,1,5,7,22,379,10991,21,5,129,0,17,4205360104,130,,10656,1256,0,455
,14,12,1,22,252,8954,85,2,16,0,15,4205360104,131,405038678,7085,0,0,362
,4,8,12,22,318,14490,78,4,83,0,15,4205360104,132,86784231,8941,58,0,395
,6,11,0,22,142,4345,75,1,11,0,10,4205291896,0,171395790,4842,0,0,162
,11,10,6,22,326,17628,39,3,70,0,20,4205291896,1,405038678,11116,0,0,533
,7,13,10,22,409,13908,67,4,162,0,20,4205291896,2,,13946,308,0,497
,8,10,0,22,236,3763,83,3,55,0,16,4205291896,3,375507918,8047,383,0,343
,7,6,12,22,502,36102,36,8,214,0,22,4205291896,4,322925642,17118,226,0,631
,15,5,22,22,446,18548,19,7,136,0,18,4205291896,128,198072723,15208,3542,1,413
,11,2,5,22,599,23226,49,10,214,0,23,4205291896,129,144220699,20425,9869,1,691
,22,5,1,22,367,13836,5,4,44,0,18,4205291896,130,337019418,12514,669,1,447
,17,5,17,22,608,21297,9,11,246,0,22,4205291896,131,226340817,20732,6156,1,646
,9,4,2,22,538,26634,25,17,151,0,23,4205291896,132,,18345,1184,1,659
,6,7,7,22,312,8838,3,6,56,0,13,4205240728,0,,7789,101,0,344
,7,5,8,22,313,10777,19,2,72,0,16,4205240728,1,100684873,7814,75,0,456
,3,10,9,22,318,8360,9,7,65,0,14,4205240728,2,168926023,7939,0,0,372
,6,17,2,22,244,3470,86,0,69,0,11,4205240728,3,113300140,6091,15,0,253
,8,6,2,22,362,3704,49,1,109,0,13,4205240728,4,144220699,9037,898,0,347
,11,4,25,22,620,9979,6,7,179,0,18,4205240728,128,,15479,8814,1,562
,16,1,0,22,394,9540,112,1,43,0,16,4205240728,129,178790303,9836,701,1,464
,20,6,0,22,378,7214,7,6,31,0,14,4205240728,130,252335915,9437,1375,1,358
,10,3,4,22,733,26868,17,20,150,0,22,4205240728,131,165240667,18300,3488,1,827
,16,4,13,22,585,15626,63,11,137,0,22,4205240728,132,128477346,14605,5658,1,839
,3,10,6,22,183,6269,84,0,10,0,11,4205170994,0,93216549,4608,112,0,249
,2,7,24,22,395,9309,59,3,134,0,15,4205170994,1,100913122,9947,1314,0,418
,5,9,11,22,171,4724,91,0,28,0,13,4205170994,2,150972003,4306,0,0,339
,2,3,13,22,561,17850,72,4,211,0,15,4205170994,3,375507918,14127,65,0,445
,1,5,6,22,419,13322,70,5,135,0,15,4205170994,4,144220699,10551,555,0,420
,22,2,1,22,308,9723,87,4,13,0,15,4205170994,128,,7756,325,1,445
,20,2,5,22,432,13839,108,2,121,0,16,4205170994,129,,10879,1229,1,493
,9,3,0,22,476,15647,36,12,90,0,17,4205170994,130,89537046,11987,1825,1,511
,12,2,10,22,684,18835,10,11,202,0,20,4205170994,131,,17225,9586,1,719
,14,3,2,22,293,5517,83,5,11,0,15,4205170994,132,227654027,7378,177,1,419
,12,2,3,3,304,4682,85,1,8,0,8,4205596937,0,142589406,4271,96,1,296
,5,1,9,3,471,4957,104,2,56,0,9,4205596937,1,900222376,6617,2975,1,356
,10,1,2,3,368,8325,65,6,8,0,9,4205596937,2,131766964,5170,88,1,319
,5,0,23,3,582,18788,114,11,65,0,12,4205596937,3,88585077,8177,716,1,530
,1,1,7,3,516,5581,80,4,79,0,9,4205596937,4,227485051,7249,7574,1,344
,1,6,6,3,254,6237,19,1,37,0,8,4205596937,128,136099804,3568,102,0,268
,1,1,2,3,144,4419,110,1,12,0,4,4205596937,129,164530809,2023,0,0,108
,0,5,7,3,313,4895,10,2,51,0,10,4205596937,130,,4397,0,0,367
,1,7,3,3,222,4349,98,0,40,0,7,4205596937,131,130083590,3119,316,0,234
,1,5,0,3,128,1535,100,0,6,0,4,4205596937,132,,1798,0,0,115
,6,7,1,3,241,6114,91,4,16,0,15,4205555253,0,,6583,258,0,376
,6,8,8,3,357,12816,70,2,121,0,13,4205555253,1,130083590,9752,280,0,314
,3,6,18,3,443,12281,36,7,167,0,18,4205555253,2,339517940,12101,510,0,527
,6,4,4,3,230,13041,110,1,23,0,12,4205555253,3,131766964,6282,0,0,253
,7,7,14,3,380,11294,4,1,161,0,17,4205555253,4,142589406,10380,432,0,475
,9,3,32,3,520,15652,19,7,137,0,16,4205555253,128,88585077,14204,1811,1,446
,12,3,3,3,392,8016,84,4,40,0,15,4205555253,129,125393316,10708,441,1,411
,6,4,6,3,758,16048,82,11,259,0,25,4205555253,130,227485051,20706,16724,1,1012
,17,2,15,3,567,12430,9,5,168,0,17,4205555253,131,,15488,3349,1,478
,16,3,0,3,375,12178,5,4,49,0,15,4205555253,132,164530809,10243,365,1,383
,5,4,9,3,373,15276,45,4,129,0,15,4205510911,0,,9561,1171,0,428
